Name,Gender
ကျင်ဒါမဏီ,1
ကျော့ကျော့စံ,1
ကျော့ကေခိုင်,1
ကျော့ကေခိုင်စု,1
ကျော့ကေသရီ,1
ကျော့စန္ဒီထွန်း,1
ကျော့ဆွေဇင်သင်း,1
ကျော့ဇောလင်း,1
ကျော့ဝေနှင်းထွေး,1
ကျော်ကျော်ထက်,0
ကျော်ကျော်ထွန်း,0
ကျော်ကျော်သိန်း,0
ကျော်ကျော်ဠု,0
ကျော်ကျော်ဦး,0
ကျော်ကိုကို,0
ကျော်ကောင်းစံ,0
ကျော်ခင်သိန်း,0
ကျော်ခိုင်ဦး,0
ကျော်ငြိမ်ချမ်း,0
ကျော်စည်သူ,0
ကျော်စွာစိုး,0
ကျော်စွာဆက်,0
ကျော်စွာထွန်း,0
ကျော်စွာမြင့်,0
ကျော်စွာလင်း,0
ကျော်စွာလွင်,0
ကျော်စွာဝင်း,0
ကျော်စွာဟန်,0
ကျော်စွာအောင်,0
ကျော်စွာဦး,0
ကျော်စိုးမိုး,0
ကျော်စိုးလင်း,0
ကျော်စိုးသူ,0
ကျော်စိုးအောင်,0
ကျော်စိုးဦး,0
ကျော်ဆန်းလင်း,0
ကျော်ဆန်းဦး,0
ကျော်ဆွေဦး,0
ကျော်ဇင်ထွန်း,0
ကျော်ဇင်ဖြိုး,0
ကျော်ဇင်လတ်,0
ကျော်ဇင်ဝင်း,0
ကျော်ဇင်ဝေ,0
ကျော်ဇင်သက်,0
ကျော်ဇင်သန့်,0
ကျော်ဇင်သန့်,0
ကျော်ဇင်ဟိဏ်း,0
ကျော်ဇင်ဟိန်း,0
ကျော်ဇင်အောင်,0
ကျော်ဇင်ဦး,0
ကျော်ဇံမြင့်,0
ကျော်ဇေယျ,0
ကျော်ဇေယျအောင်,0
ကျော်ဇေယျာလင်း,0
ကျော်ဇေယျာဝင်း,0
ကျော်ဇေယျာသိန်း,0
ကျော်ဇောထွန်း,0
ကျော်ဇောလင်း,0
ကျော်ဇောသူ,0
ကျော်ဇောအောင်,0
ကျော်ဇောဦး,0
ကျော်ထက်,0
ကျော်ထက်မင်း,0
ကျော်ထက်လွင်,0
ကျော်ထွန်း,0
ကျော်ထွန်းနိုင်,0
ကျော်ထွန်းမြင့်,0
ကျော်ထွန်းဝင်း,0
ကျော်ထွန်းအောင်,0
ကျော်ထွန်းဦး,0
ကျော်နဒီအောင်,0
ကျော်နန္ဒ,0
ကျော်နိုင်စိုး,0
ကျော်နိုင်ထွန်း,0
ကျော်နိုင်ဝင်း,0
ကျော်နိုင်ဦး,0
ကျော်ဖြိုးဝင်း,0
ကျော်ဗလ,0
ကျော်ဗိုလ်ဗိုလ်သိန်း,0
ကျော်ဗိုလ်ဗိုလ်ဦး,0
ကျော်မင်းခိုင်,0
ကျော်မင်းစိုး,0
ကျော်မင်းထက်,0
ကျော်မင်းထွန်း,0
ကျော်မင်းထွေး,0
ကျော်မင်းနိုင်,0
ကျော်မင်းလတ်,0
ကျော်မင်းလွင်,0
ကျော်မင်းသန့်,0
ကျော်မင်းသိန်း,0
ကျော်မင်းအေး,0
ကျော်မင်းအောင်,0
ကျော်မင်းဦး,0
ကျော်မျိုးခိုင်,0
ကျော်မျိုးညွန့်,0
ကျော်မျိုးထွန်း,0
ကျော်မျိုးနိုင်,0
ကျော်မျိုးလွင်,0
ကျော်မျိုးလှိုင်,0
ကျော်မျိုးဝင်း,0
ကျော်မျိုးသူ,0
ကျော်မျိုးအောင်,0
ကျော်မြင့်အောင်,0
ကျော်မြတ်စိုး,0
ကျော်မြသိန်း,0
ကျော်မြိုင်,0
ကျော်မိုးခိုင်,0
ကျော်မိုးဇော်,0
ကျော်မိုးနိုင်,0
ကျော်မိုးလွင်,0
ကျော်မိုးသူ,0
ကျော်မိုးအောင်,0
ကျော်မီမီစိုး,0
ကျော်ရဲရင့်ပိုင်,0
ကျော်ရဲလင်း,0
ကျော်ရဲလွင်,0
ကျော်ရဲအောင်,0
ကျော်လင်းခန့်,0
ကျော်လင်းထွန်း,0
ကျော်လင်းလင်း,0
ကျော်လင်းသန့်,0
ကျော်လင်းအောင်,0
ကျော်လင်းဦး,0
ကျော်လွင်ဦး,0
ကျော်ဝင်း,0
ကျော်ဝင်းထွန်း,0
ကျော်ဝင်းမြင့်,0
ကျော်ဝင်းအောင်,0
ကျော်ဝင်းဦး,0
ကျော်သက်နိုင်,0
ကျော်သက်လှိုင်,0
ကျော်သက်ဝေ,0
ကျော်သန်းဌေး,0
ကျော်သန်းဦး,0
ကျော်သွင်ညွန့်,0
ကျော်သာဟိန်း,0
ကျော်သိန်းဦး,0
ကျော်သီဟ,0
ကျော်သုတဦး,0
ကျော်သူရ,0
ကျော်သူရိန်မျိုး,0
ကျော်သူလင်း,0
ကျော်သူဝင်း,0
ကျော်သူဟိန်း,0
ကျော်သူအောင်,0
ကျော်ဥာဏ်ထွန်း,0
ကျော်ဦးလွင်,0
ကရက်ထော,0
ကြည်ကြည်မေ,1
ကြည်ကြည်လဲ့,1
ကြည်ကြည်သော်,1
ကြည်ကြည်ဟန်,1
ကြည်စုလှိုင်,1
ကြည်ထူးဇော်,0
ကြည်ပြာသိန်း,1
ကြည်ဖြူဝင်းရှိန်,1
ကြည်ဖြူသျှင်,1
ကြည်မျိုးလွင်,0
ကြည်ယွန်းအိမ်,1
ကြည်လွင်မြင့်,0
ကြည်လဲ့ခင်,1
ကြည်လဲ့လဲ့အောင်,1
ကြည်ဝင်းမော်,1
ကြည်သင်းဦး,1
ကြည်သန့်စင်,0
ကြည်သာစိုးစံ,1
ကြယ်ကဗျာထက်,1
ကြယ်စင်ထက်,0
ကြယ်စင်ထွန်း,0
ကြယ်စင်ဖြူ,1
ကြယ်စင်မင်းထက်,0
ကြယ်စင်မင်းထွဋ်,0
ကြယ်စင်မှုး,0
ကြယ်စင်သန့်,0
ကြယ်ဇင်ဇော်,0
ကြွယ်ကြွယ်ဌေး,1
ကြာညိုအေး,1
ကြိုကြိုမိုး,1
ကြိုင်စံရွှေ,0
ကြူကြူခင်,1
ကြူကြူမေ,1
ကြူကြူရှိန်,1
ကြူကြူလွင်,1
ကြော့ကေခိုင်,1
ကံလင်းသာ,0
ကာယံမိုး,0
ကိုကိုမင်းထက်,0
ကုဋေမိုးမြင့်,1
ကေကေခိုင်,1
ကေခိုင်ဇင်,1
ကေခိုင်ထွန်း,1
ကေခိုင်မြင့်လွင်,1
ကေခိုင်လင်း,1
ကေခိုင်ဝင်းထွန်း,1
ကေခိုင်ဝင်းမြင့်,1
ကေစီထွန်း,1
ကေဇင်ခိုင်,1
ကေဇင်စိုး,1
ကေဇင်ဇင်သော်,1
ကေဇင်ထက်,1
ကေဇင်မျိုးမြင့်,1
ကေဇင်လှိုင်,1
ကေဇင်သက်,1
ကေဇင်သန့်,1
ကေဇင်သွယ်,1
ကေဇင်သောင်း,1
ကေဇင်သဲ,1
ကေဇင်အောင်,1
ကေဇာလွင်,1
ကေသဇင်မိုး,1
ကေသရီ,1
ကေသရီဝင်း,1
ကေသွယ်မိုး,1
ကေသွယ်အောင်,1
ကေသွယ်ဦး,1
ကေသီခိုင်,1
ကေသီစိုး,1
ကေသီစိုးသိမ်း,1
ကေသီထွန်း,1
ကေသီနွယ်,1
ကေသီမြင့်,1
ကေသီမြင့်,1
ကေသီယာ,1
ကေသီလွင်,1
ကေသီလှိုင်,1
ကေသီဝင်း,1
ကေသီအောင်,1
ကေသီဦး,1
ကေသူဇာခိုင်,1
ကောင်းကျော်စိုး,0
ကောင်းကျော်ဇ,0
ကောင်းခန့်ကျော်,0
ကောင်းခန့်ဇင်,0
ကောင်းခန့်ဇော်,0
ကောင်းခန့်ထူး,0
ကောင်းခန့်မာန်,0
ကောင်းခန့်မောင်မောင်,0
ကောင်းခန့်လင်း,0
ကောင်းခန့်ဝင်း,0
ကောင်းခန့်ဟန်,0
ကောင်းစည်သူ,0
ကောင်းစံဟိန်း,0
ကောင်းစုထက်စံ,0
ကောင်းဆက်,0
ကောင်းဆက်ဆက်အောင်,0
ကောင်းဆက်ပိုင်,0
ကောင်းဆက်မင်းသွင်,0
ကောင်းဆက်ဟိန်း,0
ကောင်းဆက်အောင်,0
ကောင်းဆုသာ,0
ကောင်းဇော်ထွန်း,0
ကောင်းဇော်ထူး,0
ကောင်းညီညီဇံ,0
ကောင်းညီလင်း,0
ကောင်းထက်,0
ကောင်းထက်ကျော်,0
ကောင်းထက်ကို,0
ကောင်းထက်ကိုကို,0
ကောင်းထက်စံ,0
ကောင်းထက်စိုး,0
ကောင်းထက်ဇော်,0
ကောင်းထက်နိုင်,0
ကောင်းထက်မြင့်,0
ကောင်းထက်မြတ်နိုး,0
ကောင်းထက်ရတီ,0
ကောင်းထက်ဝင်း,0
ကောင်းထက်သန့်စိုး,0
ကောင်းထက်သော်,0
ကောင်းထက်ဟိန်း,0
ကောင်းထက်အောင်,0
ကောင်းထက်ဦး,0
ကောင်းထွဋ်စိုး,0
ကောင်းထွဋ်ဝင်း,0
ကောင်းနိုင်ခ,0
ကောင်းပြည့်စုံ,0
ကောင်းဖြိုးဦး,0
ကောင်းမြတ်,0
ကောင်းမြတ်ကျော်,0
ကောင်းမြတ်စိုး,0
ကောင်းမြတ်ထက်,0
ကောင်းမြတ်ထွဋ်,0
ကောင်းမြတ်ထွန်း,0
ကောင်းမြတ်ပိုင်,0
ကောင်းမြတ်လင်း,0
ကောင်မြတ်သူ,0
ကောင်းမြတ်သူ,0
ကောင်းမြတ်သော်,0
ကောင်းမြတ်ဦး,0
ကောင်းလင်းသူ,0
ကောင်းသစ်မင်း,0
ကောင်းသန့်ကျော်,0
ကောင်းသန့်စံ,0
ကောင်းသန့်ဟိန်း,0
ကောင်းသူဇန်,0
ကောင်းသော်ခန့်,0
ခက်ခက်စံ,1
ခက်ခက်မြတ်နွေး,1
ခက်မွန်ဝင်း,1
ခင်ကံ့ကော်,1
ခင်ကျော့ရှင်း,1
ခင်ကျော်ထက်,1
ခင်ကြည်ကြည်ခိုင်,1
ခင်ကြည်မြင့်,1
ခင်ကြူကြူ,1
ခင်ခက်ခက်ကျော်,1
ခင်ခင်ငြိမ်းစံ,1
ခင်ခင်စု,1
ခင်ခင်ဆု,1
ခင်ခင်ညို,1
ခင်ခင်ထွေး,1
ခင်ခင်ထား,1
ခင်ခင်ထူး,1
ခင်ခင်နွယ်,1
ခင်ခင်ယု,1
ခင်ခတ္တာမြင့်,1
ခင်ချယ်ရီ,1
ခင်ချယ်ရီနှင်း,1
ခင်ချိုချို,1
ခင်ချိုချိုတင့်,1
ခင်ချိုမြင့်,1
ခင်ချိုလွင်,1
ခင်ချိုဝင်း,1
ခင်ချိုသက်,1
ခင်ချိုဦး,1
ခင်ချောစုဝေထွန်း,1
ခင်ဂျူလိုင်သိန်း,1
ခင်ငြိမ်း,1
ခင်ငြိမ်းချမ်း,1
ခင်ငြိမ်းငြိမ်း,1
ခင်စန္ဒာ,1
ခင်စန္ဒာထွန်း,1
ခင်စန္ဒာဝင်း,1
ခင်စန္ဒာသိန်း,1
ခင်စန္ဒာအောင်,1
ခင်စန်းကြည်,1
ခင်စန်းကြူ,1
ခင်စန်းမေ,1
ခင်စန်းယု,1
ခင်စံပယ်လှိုင်,1
ခင်စုစုဟန်,1
ခင်စုရည်,1
ခင်စုလှိုင်,1
ခင်စုဝင်း,1
ခင်စုဝေ,1
ခင်စောနွယ်,1
ခင်စောနှင်း,1
ခင်စောမြင့်,1
ခင်စောမူ,1
ခင်စောရီ,1
ခင်စောလွင်,1
ခင်စောလှ,1
ခင်စောဝင်း,1
ခင်စောဝေ,1
ခင်စောဦး,1
ခင်ဆွေယု,1
ခင်ဆွေရီ,1
ခင်ဆွေသန့်,1
ခင်ဆွေဦး,1
ခင်ဆုဇာသင်း,1
ခင်ဆုပြည့်ထွေး,1
ခင်ဇာခြည်ကျော်,1
ခင်ဇာခြည်ဦး,1
ခင်ဇာဏီဝင့်,1
ခင်ဇာလင်း,1
ခင်ဇာသွယ်,1
ခင်ဇူးဇူးသော်,1
ခင်ဇော်မြင့်,0
ခင်ဇော်ဝင်း,0
ခင်ဇော်အောင်,0
ခင်ဇော်ဦး,0
ခင်ညွန့်ညွန့်,1
ခင်ညွန့်ရီ,1
ခင်ညွန့်ဝေ,1
ခင်ညိုညို,1
ခင်ညိုဝင်း,1
ခင်တွယ်တာအောင်,1
ခင်တိုးမြင့်,0
ခင်ထက်ထက်လှိုင်,1
ခင်ထား,1
ခင်ထားရီ,1
ခင်ထားဝေ,1
ခင်နဒီ,1
ခင်နန္ဒာကို,1
ခင်နန်းမူ,1
ခင်နွယ်နွယ်,1
ခင်နွယ်မြင့်,1
ခင်နွယ်ဦး,1
ခင်နှင်းကြည်,1
ခင်နှင်းငယ်,1
ခင်နှင်းဆွေ,1
ခင်နှင်းပွင့်ဝေဦး,1
ခင်နှင်းဖြူ,1
ခင်နှင်းယု,1
ခင်နှင်းရီ,1
ခင်နှင်းဦး,1
ခင်နီမာချစ်,1
ခင်န်းဘုန်းမြင့်,1
ခင်ပပလင်း,1
ခင်ပပလွင်,1
ခင်ပြည့်စုံသိမ်း,1
ခင်ပြည့်ပြည့်ရွှန်း,1
ခင်ပြည့်ပြည့်အောင်,1
ခင်ပြည့်ဖြိုးသန့်,1
ခင်ပြုံးရွှေ,1
ခင်ပြုံးရီ,1
ခင်ပုံ့ပုံ့ဟန်,1
ခင်ဖြိုးဇင်,1
ခင်ဖြိုးသူ,1
ခင်ဖြူစင်သိန်း,1
ခင်ဖုန်းဝေ,1
ခင်ဖုန်းဦး,1
ခင်ဘရဏီကျော်,1
ခင်မဉ္ဇူ,1
ခင်မမစိုး,1
ခင်မျိုးဆင့်,1
ခင်မျိုးနွယ်,1
ခင်မျိုးသီရိကျော်,1
ခင်မြင့်မေ,1
ခင်မြတ်နွယ်,1
ခင်မြတ်နိုးစင်,1
ခင်မြတ်နိုးဝေ,1
ခင်မြတ်မွန်,1
ခင်မြတ်မူ,1
ခင်မြတ်လှိုင်,1
ခင်မြတ်သူ,1
ခင်မြမြဇင်,1
ခင်မာလာ,1
ခင်မာလာဦး,1
ခင်မိုးဆွေ,1
ခင်မိုးမြင့်,1
ခင်မို့မို့ကျော်,1
ခင်မို့မို့ထွေး,1
ခင်မို့မို့လွင်,1
ခင်မို့မို့အောင်,1
ခင်မိုးဝေ,1
ခင်မီမီလှိုင်,1
ခင်မီမီသိန်း,1
ခင်မေယု,1
ခင်မေရီ,1
ခင်မေသက်,1
ခင်ယမုံစု,1
ခင်ယုမေ,1
ခင်ယုဝေ,1
ခင်ရတနာပြည့်စုံမြင့်,1
ခင်ရတနာဦး,1
ခင်ရွှေဝင်း,1
ခင်ရွှေဦး,1
ခင်ရှင်းသန့်,1
ခင်ရှိန်,1
ခင်ရီမြင့်,1
ခင်လင်းဦး,1
ခင်လပြည်ဝန်း,1
ခင်လပြည့်ဝန်း,1
ခင်လပြည့်ဝန်း,1
ခင်လေးဆွေ,1
ခင်လေးနွယ်,1
ခင်လေးသွင်,1
ခင့်ဝင့်ဝါမိုး,1
ခင်ဝါဝါမြတ်,1
ခင်သက်ထားမေ,1
ခင်သန္တာ,1
ခင်သန္တာစိုး,1
ခင်သန့်ဇင်မိုး,1
ခင်သာဦး,1
ခင်သိုက်သိုက်စိုး,1
ခင်သီတာ,1
ခင်သီတာကျော်,1
ခင်သီတာစိုး,1
ခင်သီတာထွန်း,1
ခင်သီတာလွင်,1
ခင်သီတာဝင်း,1
ခင်သီတာအေး,1
ခင်သီရိသူ,1
ခင်သူဇာခိုင်,1
ခင်သူဇာအေး,1
ခင်သူသူလှိုင်,1
ခင်သူဟန်,1
ခင်သော်တာတင့်ထွန်းရွှေ,1
ခင်အေးသာ,1
ခင်အေးသီ,1
ခင်ဦးမေ,1
ခတ္တာမိုးမြင့်ဦး,1
ခန့်ကျော့ကျော့သိမ့်,1
ခန့်ကျော်ဇင်,0
ခန့်ကိုကို,0
ခန့်ကိုကိုမျိုး,0
ခန့်ကိုဇင်,0
ခန့်ကေခိုင်,1
ခန့်ခန့်ငြိမ်းစိုး,1
ခန့်ခန့်ဇွန်,1
ခန့်စည်သူဖြိုး,0
ခန့်စိုးထက်,0
ခန့်ဇင်ထက်,0
ခန့်ဇင်အောင်,0
ခန့်ဇော်ထွန်း,0
ခန့်ဇော်ဖြိုး,0
ခန့်ဇော်ဟိန်း,0
ခန့်ညားထည်,0
ခန့်ညိမ်းအောင်,0
ခန့်ထူးစံ,0
ခန့်မင်းစိုး,0
ခန့်မင်းညို,0
ခန့်မင်းညီ,0
ခန့်မိုးအောင်,0
ခန့်လင်းကို,0
ခန့်အုပ်စိုး,0
ချစ်ကိုကိုထွန်း,0
ချစ်စနိုးပြုံး,1
ချစ်စနိုးဦး,1
ချစ်စုစိုးလွင်,1
ချစ်စုထွေး,1
ချစ်စုမြတ်,1
ချစ်စုမော်,1
ချစ်စုလှိုင်,1
ချစ်စုဝေ,1
ချစ်စုသွယ်,1
ချစ်စုဟိန်း,1
ချစ်ဆုဝေ,1
ချစ်ဒါလီ,1
ချစ်နန်းကို,1
ချစ်နော်လီ,1
ချစ်ပိုးမြတ်,1
ချစ်ဖူးငုံ,1
ချစ်ဖူးအိမ်,1
ချစ်မင်းပိုင်,0
ချစ်မင်းသူ,0
ချစ်မင်းဦး,0
ချစ်မျိုးထက်,0
ချစ်မြတ်ဝဿန်,0
ချစ်မီးငယ်,1
ချစ်လွန်းနိုင်,0
ချစ်လှအောင်,0
ချစ်ဝိုင်းတုန်,1
ချစ်ဝိုင်းပွင့်,1
ချစ်သဲအိမ်,1
ချမ်းကျော်ကျော်ပိုင်,0
ချမ်းငြိမ်း,0
ချမ်းငြိမ်းသူ,0
ချမ်းငြိမ်းအောင်,0
ချမ်းတလနွန်,0
ချမ်းပြည့်သူ,0
ချမ်းမင်းသန့်,0
ချမ်းမင်းအောင်,0
ချမ်းမြတ်ငြိမ်း,0
ချမ်းမြတ်သူ,0
ချမ်းမြအောင်,0
ချမ်းမြေ့ကျော်,0
ချမ်းမြေ့ခင်,1
ချမ်းမြေ့ငြိမ်း,0
ချမ်းမြေ့စိုးဦး,0
ချမ်းမြေ့လှိုင်,0
ချမ်းမြေ့ဝင်း,0
ချမ်းမြေ့သူ,0
ချမ်းမြေ့သူသူကျော်,1
ချမ်းမြေ့အေး,0
ချမ်းမြေ့အောင်,0
ချမ်းမွန်နိုင်,0
ချမ်းလင်းသူ,0
ချယ်ရီကျင်,1
ချယ်ရီခိုင်,1
ချယ်ရီနှင်း,1
ချိမ့်စန္ဒီလတ်,1
ချိုချိုသင်း,1
ချိုစန္ဒာသင်း,1
ချိုဇင်ထိုက်,1
ချိုထွဋ်ဝင်း,1
ချိုထွန်းအောင်,1
ချိုနွယ်ဦး,1
ချိုနီလာဖြိုး,1
ချိုပြေတီ,1
ချိုမာလွင်,1
ချိုမာဦး,1
ချိုသက်မွန်,1
ချိုသဉ္ဇာဝင်း,1
ချောကလျာငြိမ်း,1
ချောချောစုမွန်,1
ချောငယ်ငယ်ကျော်,1
ချောစုညိမ်း,1
ချောစုနှင်း,1
ချောစုပိုင်,1
ချောစုရတနာခင်,1
ချောစုလှိုင်,1
ချောစုဝေ,1
ချောစုသွင်,1
ချောစုသွယ်,1
ချောစုဟန်,1
ချောဆင့်ဆင့်အိ,1
ချောဆွေဇင်သွယ်,1
ချောရတနာမိုး,1
ချောသက်မြတ်,1
ချောသဇင်ဝတ်မှုံသိန်း,1
ချောသဇင်ဦး,1
ချောသဥ္ဇာထက်,1
ချောအိဇင်,1
ခရေအောင်,1
ခြူးစန္ဒီကျော်,1
ခြူးစိမ့်သူ,1
ခြူးနေခြည်ထက်စံ,1
ခြူးမျက်ချယ်,1
ခြူးမြတ်သွယ်,1
ခြူးမွန်,1
ခြူးမီမီကျော်,1
ခြူးရတနာလှိုင်,1
ခြူးရွှေစင်ငြိမ်း,1
ခြူးဝတ်မှုံ,1
ခြူးသင်းကြည်,1
ခြူးအိန္ဒြေခိုင်,1
ခွန်ခန့်လွင်ထွန်း,0
ခွန်စိုးသန့်ဦး,0
ခွန်းဆက်,0
ခွန်းဆက်လင်း,0
ခွန်ဆွေပန်း,0
ခွန်ထွန်းဦး,0
ခွန်မင်းသိုက်,0
ခွန်ရန်နိုင်,0
ခွန်အောင်ထွဋ်ကျော်,0
ခွါညိုသင်း,1
ခိုင်ကေဇင်ဦး,1
ခိုင်ငြိမ်းထွန်း,1
ခိုင်စံပယ်ဝင်း,1
ခိုင်စွမ်းအောင်,1
ခိုင်စုသိမ်း,1
ခိုင်ဆွဇေင်သန့်,1
ခိုင်ဆွေဆွေအောင်,1
ခိုင်ဆုစံ,1
ခိုင်ဆုရည်,1
ခိုင်ဆုရည်သိန်း,1
ခိုင်ဆုဝေ,1
ခိုင်ဆုသွယ်,1
ခိုင်ဇင်ထက်,1
ခိုင်ဇင်ထွန်း,1
ခိုင်ဇင်မြတ်,1
ခိုင်ဇင်သော်,1
ခိုင်ဇာမွန်,1
ခိုင်ဇာလွင်,1
ခိုင်ဇာသွယ်,1
ခိုင်တင်ဇာနွယ်,1
ခိုင်ထက်ဝင်း,1
ခိုင်နွယ်ဇင်,1
ခိုင်နွယ်နွယ်ထွန်း,1
ခိုင်နှင်းဝေ,1
ခိုင်ပန်းညို,1
ခိုင်ပြည့်ပြည့်ဖြိုး,1
ခိုင်ပိုးပိုးသူ,1
ခိုင်မဉ္ဇူစိုး,1
ခိုင်မမ,1
ခိုင်မြင့်မြတ်,1
ခိုင်မြတ်စိုး,1
ခိုင်မွန်ကျော်,1
ခိုင်မွန်သန့်,1
ခိုင်မာဝေ,1
ခိုင်မီမီတင်,1
ခိုင်မူယာလင်း,1
ခိုင်ယဥ်မွန်,1
ခိုင်ရတနာလင်း,1
ခိုင်ရွေဝါဝင်း,1
ခိုင်ရီမွန်သွင်,1
ခိုင်ရီဝေ,1
ခိုင်လွန်,1
ခိုင်ဝတ်ရည်,1
ခိုင်ဝတ်ရည်ထွန်း,1
ခိုင်ဝါထွန်း,1
ခိုင်ဝါဝါလင်း,1
ခိုင်ဝေဦး,1
ခိုင်သက်ဇင်,1
ခိုင်သဇင်,1
ခိုင်သဇင်ကျော်,1
ခိုင်သဇင်ထွန်း,1
ခိုင်သဇင်မွန်,1
ခိုင်သဇင်ဝင်း,1
ခိုင်သဇင်အောင်,1
ခိုင်သဇင်ဦး,1
ခိုင်သန္တာမျိုး,1
ခိုင်သဥ္ဇာဝင်း,1
ခေတ်ရောင်စဥ်,1
ဂျွန်ခန့်ကိုကို,0
ဂျွန်လွင်သီဟ,0
ဂျူးဂျူးမေကျော်,1
ဂျူးဂျူးဟန်နီ,1
ဂျူးစန္ဒာထွန်း,1
ဂျူးမေပန်သန့်,1
ဂျူလိုင်တင်ထွန်း,1
ဂျူလိုင်မျိုး,1
ဂျူလိုင်မိုး,1
ဂျူလိုင်အောင်,1
ဂျူလိုင်အောင်ဝင်း,1
ဂျူးသက်ချယ်ဦး,1
ငယ်ငယ်ဇော်မင်း,1
ငြိမ်းကလျာကျော်,1
ငြိမ်းကိုမင်း,0
ငြိမ်းချမ်းစိုး,0
ငြိမ်းချမ်းဇင်,0
ငြိမ်းချမ်းလွင်,0
ငြိမ်းချမ်းအောင်,0
ငြိမ်းငြိမ်းယဥ်,1
ငြိမ်းငြိမ်းအိ,1
ငြိမ်းစုခိုင်,1
ငြိမ်းစုသွယ်,1
ငြိမ့်ဆက်ရွယ်,1
ငြိမ်းဆုသာ,1
ငြိမ်းထက်စည်သူ,0
ငြိမ်းဖူးဖူးသန့်,1
ငြိမ်းမင်းထက်,0
